QTY_UOM,Description,Title,Url,ImageURL,UPC,Length,MFGPart,TesscoSKU,InStock_OutOfStock,Manufacturer,Price,ListPrice,CategoryTopology
1 FOOT,"TIMES MICROWAVE LMR300 cable.  .300"" O.D. 50 ohms. 7/8"" bending radius.  Uses standard LMR-300 connectors. CATV-P PLENUM RATED. UL/NEC & CSA rating of 'CMP' and 'FT6'. Red Jacket.",LMR-300-LLPX Plenum Cable,https://www.tessco.com/product/262410,https://avalanche.tessco.com/productimages/450x450/5449766%2Ejpg,646444914000,,LMR-300-LLPX,262410,InStock,Times Microwave Systems, $4.33, $5.57,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >300 Series Cable >SKU #262410"
1 EACH,"COMMSCOPE CNT-400-150M CNT-400, CNT® 50 Ohm Braided Coaxial Cable, variable, black PE jacket, 150M","CNT-400, CNT® 50 Ohm Braided Coaxial Cable, 150M",https://www.tessco.com/product/265641,https://avalanche.tessco.com/productimages/450x450/5547101%2Ejpg,646444536769,,CNT-400-150M,265641,InStock,CommScope, $272.09, $453.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #265641"
1 EACH,COMMSCOPE 300BPTR-C TNC Male Right Angle for CNT-300 braided cable,TNC Male Right Angle for CNT-300 braided cable,https://www.tessco.com/product/203938,https://avalanche.tessco.com/productimages/450x450/5446341%2Ejpg,300BPTR-C,,300BPTR-C,203938,InStock,CommScope, $14.80, $22.78,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >TNC Connectors >SKU #203938"
1 EACH,"Times Microwave 4 foot  SPP-250-LLPL 1/4"" low loss, low PIM, plenum-rated jumper with SMA male to SMA male connectors.",4 Foot SPP-250-LLPL Jumper SMA Male to SMA Male,https://www.tessco.com/product/277792,https://avalanche.tessco.com/productimages/450x450/5297413%2Ejpg,646444623056,,SPP250SMSM4.0F,277792,InStock,Times Microwave Systems, $40.64, $53.92,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >Jumper Assemblies-Foam Cables >SKU #277792"
1 EACH,COMMSCOPE L4A-NMDM-4-P-SGW 4' LDF4-50A Jumper with N-Male to 7/16 DIN Male Straight Connectors. SureGuard Weatherproofing,"4' LDF4-50A N-Male to 7/16 DIN Male, Sureguard",https://www.tessco.com/product/273910,https://avalanche.tessco.com/productimages/450x450/5453293%2Ejpg,646444764308,,L4A-NMDM-4-P-SGW,273910,InStock,CommScope, $83.90, $112.77,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >Jumper Assemblies-Foam Cables >SKU #273910"
1000 FOOT,"BELDEN 8238 0101000 RG11/U 18AWG stranded (7x26) tinned copper conductor, flame-retardant semi-foam polyethylene insulation, bare copper braid shield, PVC jacket.
","RG-11/U Cable, 18AWG, 75 Ohm, Black",https://www.tessco.com/product/208889,https://avalanche.tessco.com/productimages/450x450/4931897%2Ejpg,646444102940,,8238 0101000,208889,InStock,Belden, $1, $2,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >75 Ohm Braided Coax Cable >RG-11 Cables >SKU #208889"
1 EACH,COMMSCOPE L4A-NMDM-10-P-SGW 10' LDF4-50A Jumper with N-Male to 7/16 DIN Male Straight Connectors. SureGuard Weatherproofing,"10' LDF4-50A N-Male to 7/16 DIN Male, Sureguard",https://www.tessco.com/product/271602,https://avalanche.tessco.com/productimages/450x450/5453187%2Ejpg,646444764377,,L4A-NMDM-10-P-SGW,271602,InStock,CommScope, $100.67, $135.21,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >Jumper Assemblies-Foam Cables >SKU #271602"
1 EACH,COMMSCOPE L4A-NMDM-15-P-SGW 15' LDF4-50A Jumper with N-Male to 7/16 DIN Male Straight Connectors. SureGuard Weatherproofing,"15' LDF4-50A N-Male to 7/16 DIN Male, Sureguard",https://www.tessco.com/product/271666,https://avalanche.tessco.com/productimages/450x450/5453190%2Ejpg,646444764483,,L4A-NMDM-15-P-SGW,271666,InStock,CommScope, $112.14, $150.56,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >Jumper Assemblies-Foam Cables >SKU #271666"
1 EACH,"L-COM RP-TNC Plug to N-Male, Pigtail 1 ft White 195 Series. High quality fully tested Reverse Polarity TNC Plug to N-Male cable assemblies featuring high performance low loss 195-series coax cable.","RP TNC Plug to N-Male, Pigtail 1' White 195 Series",https://www.tessco.com/product/209849,https://avalanche.tessco.com/productimages/450x450/5360991%2Ejpg,729198698003,,CA-RTPNMB001,209849,InStock,L-Com Connectivity Product, $10.69, $11.13,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >50 Ohm Braided Assemblies >SKU #209849"
1 FOOT,"Times Microwave LMR-LW400-DB Direct Burial braided coaxial cable is low loss. This light 3/8 inch, 50 Ohm coax cable has an aluminum braided outer conductor and a copper-clad aluminum center conductor.  A 100 percent foil and 88 percent coverage braided shield prevents loss.This low loss cable offers similar performance compared to corrugated copper cables but provides higher flexibility (1 inch bending radius) and simplified connectorization. It can be used in almost any application where handling characteristics, improved shielding and low loss is required.","3/8"" LMR-lite Direct Burial Aluminum Coaxial Cable",https://www.tessco.com/product/270486,https://avalanche.tessco.com/productimages/450x450/5433031%2Ejpg,646444444316,,LMR-LW400-DB,270486,InStock,Times Microwave Systems, $0.79, $0.99,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #270486"
1 FOOT,"SOUTHWIRE 57158301 TelcoFlex II Central Office Power Cable, 6 AWG, Single Conductor, Class 1 Flexible Strand Without Braid, LSZH, 600 Volts, Gray","TelcoFlex II Power Cable, #6 AWG, Class 1, Gray",https://www.tessco.com/product/272544,https://avalanche.tessco.com/productimages/450x450/5484262%2Ejpg,646444454964,,57158301,272544,Out of Stock,Southwire TelcoFlex, $1.19, $2.75,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Power Cable >Bulk Power Cable >SKU #272544"
1000 FOOT,"Belden 1694A 004N1000 18 AWG Low Loss Serial Digital Coax RG-6/U cable. Solid 0.040"" bare copper conductor, gas-injected HDPE insulation, Duofoil and tinned braid shield (95% coverage), PVC jacket. Yellow","Low Loss RG-6/U Digital Cable, 18 AWG, Yellow",https://www.tessco.com/product/276629,https://avalanche.tessco.com/productimages/450x450/5019094%2Ejpg,646444621137,,1694A 004N1000,276629,InStock,Belden, $535.51, $830.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >75 Ohm Braided Coax Cable >RG-6 Cable >SKU #276629"
1 FOOT,"SOUTHWIRE 56984101 TelcoFlex II Central Office Power Cable, 4/0 AWG, Single Conductor, Class 1 Flexible Strand Without Braid, LSZH, 600 Volts, Green","TelcoFlex II Power Cable, 4/0 AWG, Class 1, Green",https://www.tessco.com/product/277194,https://avalanche.tessco.com/productimages/450x450/5484282%2Ejpg,646444454254,,56984101,277194,Out of Stock,Southwire TelcoFlex, $7.00, $16.07,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Power Cable >Bulk Power Cable >SKU #277194"
1 FOOT,"TIMES MICROWAVE SPO-250 1/4"" corrugated low PIM cable.","SPO-250 1/4"" Corrugated Low PIM Cable",https://www.tessco.com/product/277729,https://avalanche.tessco.com/productimages/450x450/4978095%2Ejpg,646444352970,,SPO-250,277729,InStock,Times Microwave Systems, $1.36, $2.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >200 Series Cable >SKU #277729"
1 FOOT,"The Times Microwave LMR-200-LLPX Plenum low loss RG58 cable (Red) is an indoor, fire retardant cable specifically designed for use in return air handling plenums. The 3/16 inch 50 Ohm coax cable features an orange plenum-rated jacket. This low loss, braided coaxial cable offers similar performance compared to corrugated copper cables but provides higher flexibility and simplified connectorization. The plenum cable has a 1 inch bending radius for maximum flexibility.",LMR-200 Plenum Flex Cable (Red Jacket),https://www.tessco.com/product/273484,https://avalanche.tessco.com/productimages/450x450/5433879%2Ejpg,646444454711,,LMR-200-LLPX,273484,Out of Stock,Times Microwave Systems, $1.91, $2.92,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >200 Series Cable >SKU #273484"
1 FOOT,The Times Microwave LMR-600-LLPX 1/2 inch 50 Ohm coax cable features a Red CATV-P plenum rated jack. UL/NEC & CSA rating of 'CMP' and 'FT6'. This coaxial cable has a stranded outer conductor with a copper-clad aluminum center conductor. The plenum-rated cable has a bending radius of 1.5 inches. Maximum frequency capacity is 9.3 GHz. It has a UL/NEC & CSA rating of 'CMP' and 'FT6' respectively. ,"1/2"" LMR600 Plenum Cable",https://www.tessco.com/product/201169,https://avalanche.tessco.com/productimages/450x450/5433980%2Ejpg,646444454933,,LMR-600-LLPX,201169,Out of Stock,Times Microwave Systems, $9.31, $13.25,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >600 Series Cable >SKU #201169"
1000 FOOT,The Belden RF400-1000 coax cable is a low loss braided coaxial cable. This 3/8 inch 50 Ohm coax cable has a stranded outer conductor and a bare copper center conductor.  A 100 percent duofoil and 95 percent coverage braided shield prevents loss.,Belden RF400 - RG8 Size Coaxial Cable - 1000ft,https://www.tessco.com/product/27285,https://avalanche.tessco.com/productimages/450x450/19557%2Ejpg,612825189787,,RF400-1000,27285,InStock,Belden, $1, $1,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #27285"
1 EACH,"COMMSCOPE F4A-HMNM-1M-P FSJ4-50B SureFlex® Jumper with interface types 4.3-10 Male and N Male, 1 m","FSJ4-50B SureFlex® Jumper, 4.3-10 M and NM, 1 m",https://www.tessco.com/product/275519,https://avalanche.tessco.com/productimages/450x450/5547736%2Ejpg,646444545402,,F4A-HMNM-1M-P,275519,InStock,CommScope, $75.44, $98.27,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Jumper Assemblies >Jumper Assemblies-Superflexible Cables >SKU #275519"
2000 FOOT,"The Belden 8267-0102000 RG213/U black coaxial cable has a single bare stranded copper center. The 3/8 inch, 50 Ohm coax cable features a 97 percent coverage braided shield for lower loss. This single bare copper braided cable has a foam polyethylene dielectric.",Belden 8267 RG213/U Cable - 2000ft,https://www.tessco.com/product/274749,https://avalanche.tessco.com/productimages/450x450/5135823%2Ejpg,612825197515,,8267-0102000,274749,InStock,Belden, $2, $4,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-213 Cable >SKU #274749"
1 FOOT,"TIMES MICROWAVE Indoor Plenum Flexible Low Loss Coax. UL/NEC & CSA rating of 'CMP' and 'FT6'. The new LLPX has an extended temp range (-40C to 125C), higher power handling, advanced chemical and UV resistance, and compliance of a red jacket for public safety and in-building applications.",LMR-195 Flexible Low Loss Plenum Coax,https://www.tessco.com/product/206100,https://avalanche.tessco.com/productimages/450x450/5433764%2Ejpg,646444454735,,LMR-195-LLPX,206100,Out of Stock,Times Microwave Systems, $4.08, $5.34,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >195 Series Cable >SKU #206100"
500 FOOT,The Belden 8214-500 RG8/U coaxial cable (black) has a stranded center conductor for greater flexibility. This 3/8 inch 50 Ohm coax cable uses a 97 percent braided shield for coverage and foam polyethylene dielectric for insulations. ,8214 RG8-Type Coax- 500',https://www.tessco.com/product/20167,https://avalanche.tessco.com/productimages/450x450/11939%2Ejpg,612825196235,,8214-500,20167,InStock,Belden, $683.72, $1,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-8 Cable >SKU #20167"
1 FOOT,The Belden 8268 RG214/U coaxial cable meets Mil-C-17G specifications. This 50 Ohm coax cable utilizes a dual shield. The two silver braids makes for 98 percent coverage. The 3/8 inch transmission line also has a foam polyethylene dielectric.,Belden 8268 RG214/U Coaxial Cable,https://www.tessco.com/product/20145,https://avalanche.tessco.com/productimages/450x450/11962%2Ejpg,612825197539,,8268,20145,InStock,Belden, $5.14, $11.89,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-214 Cable >SKU #20145"
1 EACH,CommScope TNC Male Right Angle Captivated Crimp Connector for CNT-400 braided cable.,TNC Male Right Angle for CNT-400 braided cable,https://www.tessco.com/product/202236,https://avalanche.tessco.com/productimages/450x450/5073444%2Ejpg,646444781077,,400BPTR-C-CR,202236,InStock,CommScope, $13.31, $19.96,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >TNC Connectors >SKU #202236"
1000 FOOT,The Belden RF400-1000 coax cable is a low loss braided coaxial cable. This 3/8 inch 50 Ohm coax cable has a stranded outer conductor and a bare copper center conductor.  A 100 percent duofoil and 95 percent coverage braided shield prevents loss.,Belden RF400 - RG8 Size Coaxial Cable - 1000ft,https://www.tessco.com/product/27285,https://avalanche.tessco.com/productimages/450x450/19557%2Ejpg,612825189787,,RF400-1000,27285,InStock,Belden, $1, $1,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #27285"
1 EACH,"COMMSCOPE CNT-400-150M CNT-400, CNT® 50 Ohm Braided Coaxial Cable, variable, black PE jacket, 150M","CNT-400, CNT® 50 Ohm Braided Coaxial Cable, 150M",https://www.tessco.com/product/265641,https://avalanche.tessco.com/productimages/450x450/5547101%2Ejpg,646444536769,,CNT-400-150M,265641,InStock,CommScope, $272.09, $453.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #265641"
1 FOOT,"TIMES MICROWAVE LMR300 cable.  .300"" O.D. 50 ohms. 7/8"" bending radius.  Uses standard LMR-300 connectors. CATV-P PLENUM RATED. UL/NEC & CSA rating of 'CMP' and 'FT6'. Red Jacket.",LMR-300-LLPX Plenum Cable,https://www.tessco.com/product/262410,https://avalanche.tessco.com/productimages/450x450/5449766%2Ejpg,646444914000,,LMR-300-LLPX,262410,InStock,Times Microwave Systems, $4.33, $5.57,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >300 Series Cable >SKU #262410"
1 FOOT,"TIMES MICROWAVE TFT-402-LF Low Loss, Low PIM Plenum Rated Coaxial Cable, Bare Copper CC and Tin Plated Flat Strip Braid, Blue FEP Jacket.",TFT-401-LF Coaxial Cable,https://www.tessco.com/product/261866,https://avalanche.tessco.com/productimages/450x450/5259148%2Ejpg,646444992374,,TFT-401-LF,261866,InStock,Times Microwave Systems, $2.97, $4.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >400 Series Cable >SKU #261866"
1 EACH,"TIMES Right Angle N male connector for LMR-195, RG142, RG58.  Solder center conductor, crimp on braid.",RA N Male No Braid Trim Connector for LMR-195,https://www.tessco.com/product/282299,https://avalanche.tessco.com/productimages/450x450/5463866%2Ejpg,646444274128,,TC-195-NMH-RA-D,282299,InStock,Times Microwave Systems, $10.16, $13.25,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >N Connectors >SKU #282299"
1 EACH,"COMMSCOPE 35422-23 Heat Treated LDF2-50, HELIAX® Low Density Foam Coaxial Cable, corrugated copper, 3/8 in, black PE jacket","Heat Treated LDF2-50, HELIAX Coaxial Cable",https://www.tessco.com/product/295548,https://avalanche.tessco.com/productimages/450x450/5373666%2Ejpg,729198724788,,35422-23,295548,InStock,CommScope, $2.03, $3.42,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Foam Coaxial Cable >3/8"" Foam Cable >SKU #295548"
500 FOOT,The Belden 9201-500 RG58/U coaxial cable has a 78 percent shield coverage and 66 percent velocity of propagation. This 53.5 Ohm braided coax cable has a solid center conductor and polyethylene dielectric. ,RG58/U Coaxial Cable - 500ft,https://www.tessco.com/product/29781,https://avalanche.tessco.com/productimages/450x450/17652%2Ejpg,612825225218,,9201-500,29781,InStock,Belden, $244.48, $257.10,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-58 Cable >SKU #29781"
1 EACH,COMMSCOPE 300BPTR-C TNC Male Right Angle for CNT-300 braided cable,TNC Male Right Angle for CNT-300 braided cable,https://www.tessco.com/product/203938,https://avalanche.tessco.com/productimages/450x450/5446341%2Ejpg,300BPTR-C,,300BPTR-C,203938,InStock,CommScope, $14.80, $22.78,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >TNC Connectors >SKU #203938"
1000 FOOT,"BELDEN 8238 0101000 RG11/U 18AWG stranded (7x26) tinned copper conductor, flame-retardant semi-foam polyethylene insulation, bare copper braid shield, PVC jacket.
","RG-11/U Cable, 18AWG, 75 Ohm, Black",https://www.tessco.com/product/208889,https://avalanche.tessco.com/productimages/450x450/4931897%2Ejpg,646444102940,,8238 0101000,208889,InStock,Belden, $1, $2,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >75 Ohm Braided Coax Cable >RG-11 Cables >SKU #208889"
1 EACH,TIMES MICROWAVE 4.3/10-Male (plug) crimp connector (non-solder pin) for LMR 240 Cable,4.3/10-Male crimp connectorfor LMR 240 cable,https://www.tessco.com/product/290022,https://avalanche.tessco.com/productimages/450x450/5513278%2Ejpg,3190-6386,,EZ-240-4310M-X,290022,InStock,Times Microwave Systems, $12.95, $18.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >Connectors & Adapters for Braided Coax >7/16 DIN Connectors >SKU #290022"
500 FOOT,"The Belden 9913-500 RG8/U coaxial cable (black) is low loss with an ""air"" dielectric. This 50 Ohm coax cable has a solid center conductor and a semi-solid polyethylene dielectric. A 100 percent shield coverage prevents loss.",Belden 9913 RG8/U-Coax Cable - 500ft,https://www.tessco.com/product/24460,https://avalanche.tessco.com/productimages/450x450/12944%2Ejpg,612825261650,,9913-500,24460,InStock,Belden, $427.48, $862.00,">Buy >Cable Products >Coaxial Cable, Connectors & Jumpers >50 Ohm Braided Coax Cable >RG-8 Cable >SKU #24460"
